Date,Quarter,Month,Region,Country,Product_Category,Product,Salesperson,Customer_Segment,Deal_Stage,Units,Unit_Price,Revenue,Cost,Profit,Discount_Pct,Customer_Satisfaction
2025-08-02,Q3 2025,Aug,Latin America,Mexico,Services,Support,Pedro Morales,SMB,Lead,5,188.56,925.95,692.9,233.05,3.0,2.9
2025-08-02,Q3 2025,Aug,North America,Canada,Hardware,Desktop Plus,Sarah Chen,Enterprise,Negotiation,55,884.19,57870.24,45163.54,12706.7,15.0,4.3
2025-08-03,Q3 2025,Aug,Europe,Germany,Subscriptions,Enterprise Plan,Sophie Dupont,Enterprise,Lead,247,486.51,104519.46,60036.63,44482.83,23.3,4.2
2025-08-04,Q3 2025,Aug,North America,USA,Software,Cloud Suite,Mike Johnson,Enterprise,Closed Lost,20,1190.41,22732.07,12864.35,9867.72,22.5,4.6
2025-08-05,Q3 2025,Aug,Latin America,Colombia,Subscriptions,Basic Plan,Ana Gutierrez,SMB,Closed Won,477,75.27,48959.66,30450.83,18508.83,3.8,3.5
2025-08-05,Q3 2025,Aug,North America,USA,Hardware,Server Rack,Mike Johnson,Education,Lead,30,3738.29,111500.93,79445.13,32055.8,19.3,4.1
2025-08-05,Q3 2025,Aug,Asia Pacific,India,Services,Consulting,Raj Patel,SMB,Lead,165,267.46,49626.96,40498.66,9128.3,4.7,2.7
2025-08-06,Q3 2025,Aug,North America,USA,Subscriptions,Professional Plan,Elena Rodriguez,Education,Closed Lost,267,98.23,20549.07,12036.82,8512.25,17.7,3.2
2025-08-06,Q3 2025,Aug,Europe,Germany,Subscriptions,Professional Plan,Hans Mueller,Government,Proposal,79,241.92,21499.26,13717.91,7781.35,13.2,3.5
2025-08-07,Q3 2025,Aug,North America,Canada,Services,Training,Elena Rodriguez,Government,Closed Won,75,235.27,13724.19,11046.68,2677.51,18.3,3.8
2025-08-07,Q3 2025,Aug,Europe,UK,Subscriptions,Professional Plan,Sophie Dupont,Enterprise,Closed Lost,137,227.73,27914.57,15735.85,12178.72,21.1,3.7
2025-08-07,Q3 2025,Aug,Europe,UK,Services,Support,Hans Mueller,Education,Closed Won,127,164.42,22353.39,16418.06,5935.33,17.4,4.2
2025-08-09,Q3 2025,Aug,North America,Canada,Hardware,Desktop Plus,Sarah Chen,Enterprise,Closed Lost,56,1259.98,78136.9,59016.75,19120.15,20.9,4.0
2025-08-09,Q3 2025,Aug,North America,Canada,Software,Cloud Suite,Mike Johnson,SMB,Negotiation,43,2137.72,102942.3,59158.11,43784.19,9.1,3.9
2025-08-10,Q3 2025,Aug,North America,USA,Software,Cloud Suite,Mike Johnson,SMB,Closed Lost,28,1866.66,61043.9,38445.69,22598.21,5.2,3.6
2025-08-10,Q3 2025,Aug,Europe,France,Services,Support,James Clarke,Enterprise,Proposal,132,308.69,31332.87,23012.89,8319.98,11.0,3.2
2025-08-10,Q3 2025,Aug,Europe,Germany,Software,Data Platform,Hans Mueller,Government,Lead,50,3130.79,171429.54,103902.77,67526.77,15.5,4.6
2025-08-11,Q3 2025,Aug,Asia Pacific,Japan,Services,Implementation,Liam Zhang,SMB,Closed Lost,5,354.4,1789.65,1373.34,416.31,4.9,3.4
2025-08-11,Q3 2025,Aug,North America,Canada,Subscriptions,Basic Plan,Sarah Chen,SMB,Negotiation,266,62.22,23008.53,12657.15,10351.38,0.7,3.4
2025-08-11,Q3 2025,Aug,Asia Pacific,India,Software,Data Platform,Liam Zhang,SMB,Proposal,30,1665.17,48808.13,27760.96,21047.17,8.0,2.3
2025-08-11,Q3 2025,Aug,North America,USA,Software,Security Pro,Sarah Chen,Enterprise,Closed Won,5,1261.0,7776.59,4824.92,2951.67,11.9,4.5
2025-08-12,Q3 2025,Aug,North America,Canada,Software,Cloud Suite,Elena Rodriguez,Education,Proposal,50,2423.65,93907.71,59631.34,34276.37,18.6,3.6
2025-08-12,Q3 2025,Aug,Europe,Germany,Subscriptions,Professional Plan,Sophie Dupont,SMB,Proposal,143,99.1,16054.18,10249.33,5804.85,0.1,3.4
2025-08-13,Q3 2025,Aug,North America,USA,Services,Support,Elena Rodriguez,Enterprise,Lead,19,359.12,5242.08,4081.8,1160.28,19.3,3.8
2025-08-14,Q3 2025,Aug,Europe,Germany,Services,Implementation,Hans Mueller,Enterprise,Negotiation,124,204.92,27794.16,23142.5,4651.66,15.6,4.0
2025-08-14,Q3 2025,Aug,North America,USA,Services,Implementation,Mike Johnson,Education,Lead,99,711.18,66270.28,53368.77,12901.51,23.6,3.5
2025-08-14,Q3 2025,Aug,Asia Pacific,India,Software,Cloud Suite,Raj Patel,Enterprise,Negotiation,17,2496.85,42273.27,23939.12,18334.15,15.6,3.7
2025-08-14,Q3 2025,Aug,Asia Pacific,Japan,Services,Consulting,Yuki Tanaka,Education,Closed Won,145,194.84,34887.3,28505.71,6381.59,19.5,4.8
2025-08-15,Q3 2025,Aug,Europe,UK,Services,Implementation,Sophie Dupont,Government,Closed Won,83,664.21,55452.38,43039.02,12413.36,11.3,3.5
2025-08-15,Q3 2025,Aug,North America,Canada,Hardware,Desktop Plus,Sarah Chen,SMB,Closed Lost,25,1734.13,55474.82,43140.91,12333.91,8.6,3.5
2025-08-15,Q3 2025,Aug,Europe,France,Hardware,Server Rack,Sophie Dupont,Enterprise,Proposal,72,3079.88,196394.98,143034.06,53360.92,21.9,4.2
2025-08-15,Q3 2025,Aug,Europe,Germany,Subscriptions,Basic Plan,Hans Mueller,SMB,Qualified,73,78.11,7042.51,3932.23,3110.28,4.7,3.8
2025-08-15,Q3 2025,Aug,Europe,Germany,Hardware,Desktop Plus,Hans Mueller,Enterprise,Closed Won,1,1253.59,1270.48,897.53,372.95,21.8,4.2
2025-08-15,Q3 2025,Aug,North America,Canada,Subscriptions,Professional Plan,Elena Rodriguez,Government,Closed Won,57,231.9,10280.98,6001.93,4279.05,18.3,3.3
2025-08-15,Q3 2025,Aug,North America,USA,Software,Cloud Suite,Sarah Chen,SMB,Lead,41,1689.67,92719.63,58922.67,33796.96,4.4,4.7
2025-08-16,Q3 2025,Aug,Europe,France,Services,Consulting,James Clarke,SMB,Closed Won,166,299.86,40254.66,34845.36,5409.3,6.4,3.1
2025-08-16,Q3 2025,Aug,Europe,France,Services,Consulting,James Clarke,Government,Qualified,124,411.76,38379.46,31092.57,7286.89,13.0,3.2
2025-08-16,Q3 2025,Aug,North America,Canada,Software,Security Pro,Elena Rodriguez,SMB,Proposal,38,668.28,22676.8,12590.96,10085.84,6.2,3.4
2025-08-16,Q3 2025,Aug,North America,USA,Services,Training,Sarah Chen,Enterprise,Qualified,14,75.51,1124.8,842.29,282.51,24.0,4.3
2025-08-17,Q3 2025,Aug,Europe,UK,Subscriptions,Enterprise Plan,Sophie Dupont,Education,Proposal,445,536.15,208329.18,121131.97,87197.21,23.0,3.7
2025-08-17,Q3 2025,Aug,North America,Canada,Hardware,Laptop Pro,Sarah Chen,Education,Qualified,22,2705.65,66833.88,49839.49,16994.39,19.8,4.3
2025-08-17,Q3 2025,Aug,North America,USA,Subscriptions,Basic Plan,Elena Rodriguez,SMB,Qualified,70,37.4,2275.5,1421.8,853.7,8.7,3.0
2025-08-17,Q3 2025,Aug,North America,USA,Hardware,Laptop Pro,Mike Johnson,Enterprise,Closed Won,93,2105.93,200511.19,152779.73,47731.46,16.9,3.4
2025-08-17,Q3 2025,Aug,North America,Canada,Services,Consulting,Elena Rodriguez,Enterprise,Closed Won,76,206.17,11650.03,9732.97,1917.06,21.9,3.5
2025-08-18,Q3 2025,Aug,Asia Pacific,India,Software,Security Pro,Yuki Tanaka,SMB,Closed Won,35,1533.72,78228.16,47420.06,30808.1,5.0,3.9
2025-08-18,Q3 2025,Aug,Latin America,Colombia,Hardware,Desktop Plus,Carlos Silva,SMB,Lead,18,1847.04,48725.06,36078.5,12646.56,5.6,3.4
2025-08-18,Q3 2025,Aug,North America,Canada,Subscriptions,Basic Plan,Sarah Chen,Enterprise,Negotiation,413,54.45,27547.62,15606.06,11941.56,12.5,3.9
2025-08-18,Q3 2025,Aug,North America,Canada,Software,Security Pro,Mike Johnson,Education,Negotiation,25,540.2,12628.36,7358.74,5269.62,24.1,3.9
2025-08-19,Q3 2025,Aug,North America,Canada,Hardware,Networking Kit,Elena Rodriguez,SMB,Negotiation,45,1465.89,57209.64,43180.59,14029.05,8.9,2.9
2025-08-19,Q3 2025,Aug,North America,USA,Hardware,Server Rack,Elena Rodriguez,Enterprise,Negotiation,38,4693.08,138028.59,102183.24,35845.35,18.7,3.2
2025-08-19,Q3 2025,Aug,North America,Canada,Subscriptions,Enterprise Plan,Sarah Chen,Education,Negotiation,426,346.75,164200.55,101243.09,62957.46,20.6,4.5
2025-08-19,Q3 2025,Aug,Asia Pacific,India,Software,Security Pro,Liam Zhang,Government,Negotiation,1,1784.64,1582.57,938.5,644.07,16.5,3.8
2025-08-19,Q3 2025,Aug,Europe,France,Software,Security Pro,James Clarke,Education,Lead,40,1243.01,33292.78,19033.29,14259.49,22.5,3.7
2025-08-20,Q3 2025,Aug,Europe,France,Services,Support,James Clarke,SMB,Qualified,155,340.28,45023.45,32447.61,12575.84,1.2,2.5
2025-08-20,Q3 2025,Aug,Asia Pacific,Australia,Hardware,Laptop Pro,Yuki Tanaka,SMB,Lead,88,1390.12,183901.98,133931.23,49970.75,2.0,3.2
2025-08-20,Q3 2025,Aug,North America,USA,Software,Security Pro,Mike Johnson,SMB,Lead,49,897.73,52785.12,31463.95,21321.17,2.6,3.6
2025-08-21,Q3 2025,Aug,Asia Pacific,India,Hardware,Server Rack,Liam Zhang,Enterprise,Lead,34,4783.43,142494.07,101538.23,40955.84,17.5,4.0
2025-08-21,Q3 2025,Aug,Europe,Germany,Services,Consulting,Sophie Dupont,Enterprise,Negotiation,65,438.58,27058.31,22227.74,4830.57,16.3,3.7
2025-08-21,Q3 2025,Aug,North America,Canada,Hardware,Laptop Pro,Mike Johnson,SMB,Closed Won,25,2961.71,84561.56,67552.15,17009.41,7.3,4.0
2025-08-21,Q3 2025,Aug,Asia Pacific,Australia,Services,Support,Yuki Tanaka,Education,Closed Won,115,227.42,32215.69,24770.18,7445.51,19.7,4.4
2025-08-22,Q3 2025,Aug,North America,USA,Hardware,Desktop Plus,Mike Johnson,SMB,Lead,96,1625.39,173783.27,137426.86,36356.41,9.6,4.0
2025-08-22,Q3 2025,Aug,North America,Canada,Hardware,Server Rack,Elena Rodriguez,Education,Lead,76,4852.78,277375.59,215429.34,61946.25,21.0,3.9
2025-08-22,Q3 2025,Aug,Asia Pacific,Japan,Services,Training,Raj Patel,SMB,Lead,147,181.0,28256.63,20389.43,7867.2,10.0,3.3
2025-08-22,Q3 2025,Aug,Asia Pacific,India,Services,Training,Yuki Tanaka,Education,Lead,114,65.19,9051.73,6814.85,2236.88,20.6,4.6
2025-08-22,Q3 2025,Aug,North America,Canada,Subscriptions,Professional Plan,Elena Rodriguez,Education,Closed Lost,228,208.41,35691.71,20244.95,15446.76,21.1,3.3
2025-08-22,Q3 2025,Aug,North America,USA,Subscriptions,Professional Plan,Elena Rodriguez,SMB,Proposal,369,194.93,65326.65,39276.93,26049.72,4.6,2.9
2025-08-23,Q3 2025,Aug,Europe,Germany,Hardware,Laptop Pro,Sophie Dupont,SMB,Lead,13,2740.75,37535.44,29261.54,8273.9,7.1,3.5
2025-08-24,Q3 2025,Aug,Europe,UK,Hardware,Networking Kit,James Clarke,Enterprise,Qualified,90,800.86,47827.1,37914.54,9912.56,23.2,3.6
2025-08-24,Q3 2025,Aug,North America,Canada,Hardware,Laptop Pro,Mike Johnson,Enterprise,Proposal,16,1403.79,22137.21,16077.31,6059.9,20.0,3.6
2025-08-25,Q3 2025,Aug,Asia Pacific,India,Subscriptions,Basic Plan,Raj Patel,Enterprise,Qualified,72,74.8,5033.17,2840.36,2192.81,20.8,4.0
2025-08-25,Q3 2025,Aug,Asia Pacific,Australia,Services,Implementation,Raj Patel,Education,Lead,92,442.39,37075.96,30564.73,6511.23,22.8,4.4
2025-08-25,Q3 2025,Aug,Asia Pacific,Australia,Services,Consulting,Yuki Tanaka,Enterprise,Closed Lost,150,229.73,45671.79,39545.71,6126.08,13.6,3.6
2025-08-25,Q3 2025,Aug,Europe,UK,Subscriptions,Basic Plan,Hans Mueller,Enterprise,Proposal,421,71.21,32287.11,20764.33,11522.78,16.9,4.7
2025-08-26,Q3 2025,Aug,Latin America,Brazil,Software,Data Platform,Ana Gutierrez,Enterprise,Closed Won,28,2800.4,99477.35,62451.19,37026.16,10.5,3.6
2025-08-26,Q3 2025,Aug,Europe,France,Hardware,Desktop Plus,James Clarke,Enterprise,Closed Won,51,960.77,34842.01,24578.88,10263.13,17.7,3.6
2025-08-26,Q3 2025,Aug,North America,USA,Software,Data Platform,Sarah Chen,SMB,Proposal,49,2304.85,146728.59,91416.17,55312.42,7.2,4.2
2025-08-28,Q3 2025,Aug,North America,Canada,Software,Cloud Suite,Sarah Chen,Enterprise,Negotiation,11,2351.96,29265.91,17148.68,12117.23,19.2,4.0
2025-08-29,Q3 2025,Aug,North America,USA,Hardware,Desktop Plus,Sarah Chen,Enterprise,Closed Won,44,1201.2,63782.76,49396.15,14386.61,13.8,4.2
2025-08-30,Q3 2025,Aug,North America,Canada,Hardware,Desktop Plus,Mike Johnson,SMB,Closed Won,37,1254.09,51792.79,40344.81,11447.98,9.4,3.9
2025-08-30,Q3 2025,Aug,North America,USA,Subscriptions,Basic Plan,Mike Johnson,SMB,Closed Won,193,45.05,10036.96,6004.17,4032.79,6.3,3.4
2025-08-30,Q3 2025,Aug,Asia Pacific,Japan,Hardware,Laptop Pro,Liam Zhang,SMB,Qualified,50,1851.08,96424.79,72994.54,23430.25,1.9,3.4
2025-08-30,Q3 2025,Aug,North America,Canada,Services,Support,Sarah Chen,SMB,Closed Won,41,396.88,21459.62,15869.37,5590.25,5.8,3.9
2025-08-30,Q3 2025,Aug,North America,Canada,Subscriptions,Enterprise Plan,Mike Johnson,Education,Closed Won,339,678.56,218500.8,126655.14,91845.66,22.9,3.9
2025-08-30,Q3 2025,Aug,North America,USA,Software,Data Platform,Sarah Chen,SMB,Closed Lost,43,2972.78,169297.44,96208.5,73088.94,5.4,4.6
2025-08-30,Q3 2025,Aug,North America,Canada,Software,Security Pro,Elena Rodriguez,SMB,Qualified,37,716.52,24506.78,15350.63,9156.15,2.9,3.4
2025-08-31,Q3 2025,Aug,North America,USA,Hardware,Desktop Plus,Sarah Chen,SMB,Closed Won,85,1497.62,170731.68,120392.8,50338.88,4.2,3.8
2025-09-01,Q3 2025,Sep,Asia Pacific,Australia,Hardware,Desktop Plus,Raj Patel,SMB,Proposal,40,1453.82,64091.36,47623.1,16468.26,6.6,3.0
2025-09-01,Q3 2025,Sep,Europe,Germany,Subscriptions,Basic Plan,James Clarke,Enterprise,Lead,363,50.65,11929.98,6891.37,5038.61,24.9,3.1
2025-09-02,Q3 2025,Sep,Europe,Germany,Subscriptions,Enterprise Plan,James Clarke,SMB,Lead,87,556.13,37664.67,22334.72,15329.95,9.9,3.6
2025-09-02,Q3 2025,Sep,North America,USA,Subscriptions,Enterprise Plan,Elena Rodriguez,SMB,Closed Won,294,694.76,189593.61,122405.69,67187.92,2.5,2.8
2025-09-02,Q3 2025,Sep,North America,USA,Software,Cloud Suite,Mike Johnson,Enterprise,Qualified,33,2150.17,68710.01,38718.88,29991.13,21.4,3.4
2025-09-02,Q3 2025,Sep,Asia Pacific,India,Subscriptions,Professional Plan,Yuki Tanaka,Government,Closed Won,277,110.37,40144.86,25555.08,14589.78,14.4,3.9
2025-09-03,Q3 2025,Sep,North America,Canada,Services,Support,Sarah Chen,Government,Qualified,72,144.02,12121.88,8707.71,3414.17,16.5,4.3
2025-09-03,Q3 2025,Sep,Asia Pacific,Japan,Subscriptions,Professional Plan,Yuki Tanaka,Education,Closed Won,335,220.41,93331.59,54707.94,38623.65,17.6,5.0
2025-09-03,Q3 2025,Sep,Asia Pacific,Japan,Subscriptions,Enterprise Plan,Liam Zhang,SMB,Negotiation,427,623.72,261062.06,169644.09,91417.97,7.7,3.9
2025-09-04,Q3 2025,Sep,Latin America,Mexico,Software,Security Pro,Ana Gutierrez,SMB,Lead,5,608.19,4185.54,2557.63,1627.91,2.9,3.8
2025-09-04,Q3 2025,Sep,Europe,Germany,Services,Consulting,Sophie Dupont,Enterprise,Qualified,12,384.11,3998.63,3339.01,659.62,23.5,4.4
2025-09-05,Q3 2025,Sep,North America,Canada,Software,Data Platform,Sarah Chen,SMB,Closed Won,48,3428.0,225063.28,131024.79,94038.49,2.3,3.9
2025-09-05,Q3 2025,Sep,Asia Pacific,Australia,Subscriptions,Basic Plan,Yuki Tanaka,Enterprise,Proposal,326,46.99,20773.07,13470.65,7302.42,11.6,3.7
2025-09-06,Q3 2025,Sep,North America,Canada,Hardware,Desktop Plus,Mike Johnson,Government,Proposal,82,1615.74,134500.3,103785.19,30715.11,17.6,3.7
2025-09-07,Q3 2025,Sep,Europe,UK,Subscriptions,Professional Plan,James Clarke,Government,Closed Won,453,123.93,43024.12,26046.02,16978.1,11.3,3.3
2025-09-08,Q3 2025,Sep,Europe,France,Hardware,Desktop Plus,James Clarke,SMB,Proposal,89,980.16,69114.64,48737.91,20376.73,8.3,3.6
2025-09-08,Q3 2025,Sep,Europe,Germany,Hardware,Server Rack,James Clarke,SMB,Closed Won,55,3800.12,164690.51,125333.22,39357.29,8.8,2.9
2025-09-08,Q3 2025,Sep,Europe,France,Services,Support,James Clarke,Government,Lead,80,276.63,17743.98,13187.27,4556.71,7.2,3.3
2025-09-08,Q3 2025,Sep,Asia Pacific,India,Software,Cloud Suite,Yuki Tanaka,Education,Negotiation,27,1293.55,44521.87,27536.54,16985.33,16.9,4.4
2025-09-08,Q3 2025,Sep,North America,USA,Subscriptions,Basic Plan,Elena Rodriguez,SMB,Closed Won,232,34.95,7055.35,4146.54,2908.81,8.6,2.6
2025-09-09,Q3 2025,Sep,North America,Canada,Services,Consulting,Mike Johnson,Education,Qualified,161,452.87,69526.62,60568.71,8957.91,22.6,4.3
2025-09-10,Q3 2025,Sep,North America,Canada,Services,Consulting,Elena Rodriguez,Enterprise,Lead,86,386.59,26238.59,22821.14,3417.45,17.1,3.3
2025-09-10,Q3 2025,Sep,North America,USA,Hardware,Laptop Pro,Mike Johnson,Enterprise,Lead,34,2848.85,101790.73,81251.71,20539.02,14.7,3.6
2025-09-11,Q3 2025,Sep,North America,USA,Software,Data Platform,Sarah Chen,SMB,Closed Won,38,1281.13,66929.31,40583.31,26346.0,1.8,3.9
2025-09-11,Q3 2025,Sep,Europe,France,Software,Cloud Suite,Hans Mueller,Government,Qualified,29,1630.17,50791.43,31691.87,19099.56,17.1,4.1
2025-09-11,Q3 2025,Sep,North America,Canada,Hardware,Server Rack,Elena Rodriguez,SMB,Closed Won,24,4033.96,92075.75,70319.21,21756.54,0.1,3.9
2025-09-11,Q3 2025,Sep,Europe,UK,Hardware,Networking Kit,Hans Mueller,SMB,Closed Won,94,616.48,71121.65,49940.23,21181.42,5.3,3.9
2025-09-12,Q3 2025,Sep,Asia Pacific,Japan,Software,Cloud Suite,Yuki Tanaka,Enterprise,Lead,41,2496.05,120879.66,77155.64,43724.02,23.0,4.5
2025-09-13,Q3 2025,Sep,Europe,France,Hardware,Desktop Plus,James Clarke,SMB,Closed Lost,56,1228.15,58353.2,44210.66,14142.54,1.8,2.9
2025-09-13,Q3 2025,Sep,Europe,France,Subscriptions,Enterprise Plan,Sophie Dupont,Enterprise,Lead,275,679.42,171620.47,99535.86,72084.61,19.0,3.8
2025-09-14,Q3 2025,Sep,North America,Canada,Services,Consulting,Elena Rodriguez,SMB,Lead,122,282.45,30803.78,26049.77,4754.01,6.1,2.4
2025-09-14,Q3 2025,Sep,Latin America,Mexico,Subscriptions,Professional Plan,Carlos Silva,Enterprise,Qualified,43,182.27,10452.22,6742.83,3709.39,14.1,3.7
2025-09-14,Q3 2025,Sep,North America,USA,Subscriptions,Enterprise Plan,Elena Rodriguez,Enterprise,Lead,164,567.54,76203.64,48334.85,27868.79,14.0,3.0
2025-09-15,Q3 2025,Sep,North America,Canada,Hardware,Server Rack,Sarah Chen,SMB,Proposal,65,3430.71,282848.32,216056.27,66792.05,9.4,3.9
2025-09-15,Q3 2025,Sep,Asia Pacific,Japan,Software,Security Pro,Yuki Tanaka,SMB,Proposal,30,1482.96,61421.24,34766.81,26654.43,10.0,3.4
2025-09-16,Q3 2025,Sep,Europe,UK,Software,Security Pro,James Clarke,Government,Closed Won,26,807.15,16463.69,9753.12,6710.57,9.2,3.3
2025-09-16,Q3 2025,Sep,Europe,France,Services,Training,Sophie Dupont,Education,Lead,132,113.15,14278.06,11629.2,2648.86,15.7,4.1
2025-09-16,Q3 2025,Sep,Asia Pacific,India,Subscriptions,Enterprise Plan,Liam Zhang,SMB,Closed Won,89,306.86,28568.74,17524.02,11044.72,1.5,2.5
2025-09-16,Q3 2025,Sep,North America,USA,Services,Implementation,Elena Rodriguez,SMB,Proposal,132,295.51,33570.01,25929.23,7640.78,9.6,3.2
2025-09-16,Q3 2025,Sep,Asia Pacific,India,Services,Consulting,Yuki Tanaka,Education,Negotiation,66,338.57,25982.86,22538.05,3444.81,24.2,4.1
2025-09-17,Q3 2025,Sep,Latin America,Brazil,Services,Support,Ana Gutierrez,SMB,Closed Lost,104,300.22,42001.25,31072.29,10928.96,5.1,3.8
2025-09-17,Q3 2025,Sep,Asia Pacific,India,Subscriptions,Enterprise Plan,Yuki Tanaka,SMB,Qualified,139,379.21,80776.57,47169.17,33607.4,0.1,4.1
2025-09-17,Q3 2025,Sep,Europe,UK,Subscriptions,Basic Plan,Hans Mueller,Education,Qualified,102,46.66,5125.67,3143.16,1982.51,16.9,5.0
2025-09-18,Q3 2025,Sep,Europe,France,Software,Cloud Suite,Hans Mueller,Government,Closed Lost,28,1066.21,36020.98,21299.0,14721.98,6.9,4.0
2025-09-19,Q3 2025,Sep,North America,USA,Hardware,Desktop Plus,Mike Johnson,SMB,Lead,65,1056.58,76826.72,61281.45,15545.27,9.2,3.8
2025-09-19,Q3 2025,Sep,Europe,Germany,Hardware,Server Rack,James Clarke,SMB,Proposal,36,4359.26,134505.7,107476.94,27028.76,0.8,3.2
2025-09-20,Q3 2025,Sep,Europe,UK,Software,Data Platform,Sophie Dupont,Enterprise,Negotiation,39,1563.63,58019.45,35763.15,22256.3,16.1,3.4
2025-09-20,Q3 2025,Sep,Europe,UK,Services,Support,Sophie Dupont,Enterprise,Closed Lost,38,370.83,12751.89,9239.99,3511.9,20.2,3.3
2025-09-20,Q3 2025,Sep,North America,Canada,Services,Consulting,Elena Rodriguez,Government,Proposal,16,374.48,5310.5,4572.48,738.02,6.9,3.6
2025-09-21,Q3 2025,Sep,Europe,France,Software,Data Platform,Hans Mueller,SMB,Lead,31,2806.08,104620.0,62902.57,41717.43,7.2,4.9
2025-09-21,Q3 2025,Sep,Asia Pacific,India,Hardware,Laptop Pro,Raj Patel,SMB,Lead,40,1760.65,82354.76,63954.25,18400.51,0.9,2.5
2025-09-22,Q3 2025,Sep,North America,USA,Services,Consulting,Sarah Chen,Government,Qualified,149,468.53,90209.74,73907.56,16302.18,7.7,4.0
2025-09-22,Q3 2025,Sep,Europe,UK,Subscriptions,Enterprise Plan,Sophie Dupont,Enterprise,Closed Won,347,694.62,229871.86,139958.68,89913.18,15.9,3.5
2025-09-23,Q3 2025,Sep,North America,Canada,Services,Training,Mike Johnson,Enterprise,Proposal,116,87.65,10434.36,8068.4,2365.96,16.7,3.0
2025-09-24,Q3 2025,Sep,Europe,France,Services,Support,Hans Mueller,Government,Lead,65,192.12,14290.64,10464.06,3826.58,11.7,4.1
2025-09-24,Q3 2025,Sep,North America,Canada,Hardware,Desktop Plus,Mike Johnson,SMB,Closed Won,51,915.77,54547.6,40978.18,13569.42,5.2,3.3
2025-09-24,Q3 2025,Sep,North America,USA,Hardware,Desktop Plus,Sarah Chen,Enterprise,Closed Won,93,1961.01,217280.3,160145.57,57134.73,14.9,4.5
2025-09-25,Q3 2025,Sep,North America,Canada,Services,Consulting,Elena Rodriguez,SMB,Proposal,135,473.62,57095.72,46310.7,10785.02,6.2,3.3
2025-09-25,Q3 2025,Sep,Latin America,Colombia,Services,Training,Ana Gutierrez,SMB,Lead,171,149.24,34510.62,26625.52,7885.1,4.6,4.0
2025-09-25,Q3 2025,Sep,Asia Pacific,Japan,Software,Cloud Suite,Liam Zhang,Enterprise,Qualified,30,1254.81,32662.23,18747.5,13914.73,18.3,3.8
2025-09-25,Q3 2025,Sep,North America,Canada,Hardware,Server Rack,Sarah Chen,SMB,Closed Won,61,4499.46,350055.29,257266.89,92788.4,8.9,4.1
2025-09-25,Q3 2025,Sep,North America,USA,Subscriptions,Professional Plan,Sarah Chen,Education,Closed Won,27,191.56,6133.1,3845.57,2287.53,15.3,4.2
2025-09-26,Q3 2025,Sep,Asia Pacific,Australia,Hardware,Laptop Pro,Yuki Tanaka,Enterprise,Proposal,48,2513.43,155272.79,117925.07,37347.72,16.1,4.8
2025-09-26,Q3 2025,Sep,Europe,UK,Software,Cloud Suite,Hans Mueller,Education,Lead,34,1422.38,52961.01,29285.49,23675.52,15.5,4.6
2025-09-26,Q3 2025,Sep,North America,USA,Subscriptions,Professional Plan,Elena Rodriguez,SMB,Lead,290,203.52,50906.15,31058.1,19848.05,9.4,3.6
2025-09-26,Q3 2025,Sep,North America,Canada,Software,Cloud Suite,Mike Johnson,Enterprise,Closed Lost,38,1441.15,53435.35,34132.21,19303.14,20.8,4.1
2025-09-26,Q3 2025,Sep,North America,USA,Software,Security Pro,Mike Johnson,Education,Qualified,3,1460.53,4410.26,2846.07,1564.19,18.3,4.3
2025-09-27,Q3 2025,Sep,Europe,UK,Software,Security Pro,Sophie Dupont,Enterprise,Closed Won,31,1707.73,48266.97,30704.65,17562.32,19.6,3.7
2025-09-27,Q3 2025,Sep,North America,Canada,Services,Training,Elena Rodriguez,Enterprise,Closed Lost,109,148.39,12133.73,9000.44,3133.29,21.2,3.4
2025-09-28,Q3 2025,Sep,North America,Canada,Hardware,Networking Kit,Sarah Chen,SMB,Closed Won,35,404.58,19051.27,15229.72,3821.55,3.9,3.5
2025-09-28,Q3 2025,Sep,North America,Canada,Services,Consulting,Sarah Chen,Enterprise,Lead,126,203.35,29701.14,24453.16,5247.98,17.2,4.2
2025-09-28,Q3 2025,Sep,North America,USA,Subscriptions,Professional Plan,Mike Johnson,Government,Lead,370,101.9,37438.78,20826.04,16612.74,19.4,3.5
2025-09-29,Q3 2025,Sep,Europe,Germany,Software,Security Pro,Hans Mueller,Education,Qualified,49,538.23,27924.86,17337.09,10587.77,18.3,4.6
2025-09-29,Q3 2025,Sep,North America,Canada,Subscriptions,Professional Plan,Sarah Chen,SMB,Lead,165,235.45,51234.39,29295.03,21939.36,5.8,4.1
2025-09-29,Q3 2025,Sep,Latin America,Mexico,Subscriptions,Enterprise Plan,Carlos Silva,Education,Closed Won,61,333.43,26461.24,16998.19,9463.05,16.2,4.1
2025-09-30,Q3 2025,Sep,North America,Canada,Hardware,Laptop Pro,Sarah Chen,SMB,Lead,38,2712.23,143857.76,112631.19,31226.57,0.3,4.3
2025-10-01,Q4 2025,Oct,North America,USA,Services,Training,Sarah Chen,SMB,Closed Won,87,203.95,25378.92,19261.45,6117.47,2.7,4.4
2025-10-01,Q4 2025,Oct,North America,USA,Services,Consulting,Elena Rodriguez,SMB,Closed Won,158,486.91,72210.05,57997.33,14212.72,6.1,2.7
2025-10-02,Q4 2025,Oct,North America,USA,Subscriptions,Professional Plan,Mike Johnson,SMB,Lead,26,124.25,4307.93,2435.93,1872.0,1.6,4.0
